"RTTot__C"	"RTTot__H"	"RT35S__C"	"RT35S__H"	"RTSHR__C"	"RTSHR__H"	"RTWOL__C"	"RTWOL__H"	"RTSCR__C"	"RTSCR__H"	"RTot__C"	"RTot__H"	"R35S__C"	"R35S__H"	"RL11C__C"	"RL11C__H"	"RSHR__C"	"RSHR__H"	"RWOL__C"	"RWOL__H"	"RGL2__C"	"RGL2__H"	"RSUC__C"	"RSUC__H"	"RS22__C"	"RSCR__C"	"RSCR__H"	"RCO2__C"	"RCO2__H"	"RPEP__C"	"RPEP__H"	"STot__C"	"STot__H"	"S35S__C"	"S35S__H"	"SRB__C"	"SRB__H"	"SSUC__C"	"SSUC__H"	"SS22__C"	"SGL2__C"	"SGL2__H"	"SCER__C"	"SCER__H"	"SKAT__C"	"Descriptions.Canada"
"ATCNGC4..CNGC4..DND2..HLM1"	2.71697259016406	2.01372008522985	2.08019046146728	2.23479292946973	2.27734767613476	2.48949669467576	2.49007332141852	1.87003812156746	1.85371258778521	1.91720021815262	2.31359620416423	1.11926489754296	1.83312884394893	1.40951066467412	0.594546447609028	2.41313093220998	2.39289445133568	2.31508191879245	2.60958693655857	0.969114873407441	2.19317902875763	1.88455808760078	1.04624916585868	2.23001200044368	2.70973381915198	1.21512470660094	1.64665818158334	1.28970808663749	2.07498700444774	5.04555760070001	2.22439260760215	9.89126588718889	10.0120022404104	8.9642709720736	8.93989881402146	9.65912648540019	9.29277575899471	4.38372484045177	6.10246287272223	8.41518195865279	8.44529863518978	8.31177857972796	6.22380669009999	7.09876152721676	9.03716196191103	"cyclic nucleotide and calmodulin-regulated ion channel supported by cDNA: gi_15027930_gb_AY045822.1_; supported by cDNA: gi_16323173_gb_AY057691.1_"
"AtMYB49..MYB49"	7.58780468216068	8.02225796459862	7.94527654352579	7.19654277020956	8.7598024686157	9.17142938130611	10.6671572455041	9.15840990012036	8.73565933646957	7.52517144683222	7.29118529153846	7.9089595041494	6.64827587105762	6.87259110309939	7.22781897491763	7.97916589645149	6.5184103697354	7.1627790893843	7.25610872835735	7.66002660841789	7.54816237837163	7.71730342948156	7.2566273719978	8.41683945570399	6.80272365151568	8.78959833200957	9.28608051447108	7.55645237967015	8.71822889106108	8.12034858745576	9.13705102163071	4.42399201181925	4.78546291973921	4.14331996362817	4.3236157019305	2.00978537538553	2.46506500062925	4.90733958332202	2.51597721774979	2.11281099084768	2.21732024430465	3.15897470673655	3.51339653781073	1.74171524881073	5.19686856787651	"Myb-related transcription factor-like protein  ; supported by cDNA: gi_5823314_gb_AF175991.1_AF175991"
"AtKAT1..KAT1"	4.32244899696915	3.84942457921675	4.16810870779189	5.31911081342101	4.93287331781947	5.53303068331647	3.5661106327313	4.38249705033692	4.17626421622675	2.90594239881383	3.73536738471121	2.96056495021802	0.226221108929292	3.65170525365146	3.28728518476571	4.1624921875917	4.1906801481886	2.89468932233144	0.750922816951523	4.31225652851086	4.85285527744898	5.24651078515922	4.98023709618561	5.50548173081964	3.80285890277933	3.03860956505949	4.5456754420138	4.85779409680382	3.89111228402573	1.920427394103	3.17641605645633	7.0616338421332	6.64770395211334	6.17135685497652	5.73549891771315	5.72551612269206	5.97650214109829	10.2715758093323	9.86432431741798	7.51207937525886	6.80636690886971	6.66171162497498	7.76795112902162	7.41702789749988	8.37381260865507	"potassium channel protein KAT1 (pir||S32816)  ; supported by cDNA: gi_166773_gb_M86990.1_ATHKAT1"
"FLS2"	3.47385845245133	1.48232306196546	5.23777939290526	4.23469174542584	2.66309288071031	1.24130268107122	4.27411999730614	2.65636246713782	3.06321142115371	2.63043359117993	2.30638577067107	2.20139872976249	2.60573831263515	0.970759397639036	2.53491914329275	1.32776099722193	1.05055546883193	2.01670622994631	1.9059718950373	1.81737189972242	2.11719253162981	2.16874523141246	2.94202359022974	1.0726599496849	1.79890923418043	1.93641559278881	3.71983027024124	3.43572684597216	1.07029577638985	4.97810864975855	5.29843239514475	6.92167839907139	5.04747047030642	6.59979442389297	4.93845336628502	7.14793651586585	3.1282298708715	5.60876088113076	3.27965004354954	6.24713023283643	7.13128325970655	1.9706623042215	6.87374646232891	4.35139310102869	5.60894138541988	"receptor protein kinase"
"ATFKBP13..FKBP13"	6.46649599081877	5.25243579653562	5.60482765105288	5.99262103001034	6.1228385885755	5.43097233405535	5.70163386739777	6.14737692851575	5.5674225906511	6.05416846495047	5.73498858040199	4.91598685328321	6.40930273962702	5.958753669579	4.97065364411646	5.32372518271413	4.93288688216917	5.32968554036776	5.21841353201271	4.55603914462176	5.43107672872492	5.16972094785502	5.32686429356435	6.24715382349022	5.56885192319357	5.26227353863523	5.13458566709946	5.50829987737816	4.11001459810282	5.30468547178597	5.94414438638082	11.8860272630974	12.0520156903816	12.4142071528931	12.4889303182797	12.6243376249491	12.5944225078979	11.1820584406176	10.7672086708093	11.9497950881856	12.0246291064987	11.8868057432929	10.5915478090253	10.8091786141519	12.1425598306647	"putative protein contains similarity to FKBP-type peptidyl-prolyl cis-trans isomerase"
"ATCRA1..CRA1..CRU1"	6.6319220843842	1.75440434284788	6.66718614291826	5.62720193640045	1.6940644551775	5.65486014478419	5.13801050385031	3.05460191132358	5.42662717489807	4.1731681866408	7.25081000180035	5.46270635417432	9.58789057419303	8.11767230794163	6.16710973020419	1.95107940887712	3.92112423712501	3.1424547411677	1.18847957117908	1.45790098362765	3.49724417275283	5.61530633024618	4.61544654398433	6.05759279041704	5.88631885350321	4.89673535953982	1.49901726866081	2.05025101415289	1.96568104586614	0.820060224493254	1.16189353696657	12.8702214174752	12.9594155339109	12.2255773142508	12.4292378855728	9.68363476707379	9.86731868481824	7.90412739960452	9.8887819737832	7.27066815433378	8.59674653904138	10.5960095712945	8.51299776688385	10.9461757514799	10.5119289864713	"legumin-like protein"
"MRN1"	13.8055595019787	14.2714545362884	13.0157635884038	13.5748350981034	13.673188919262	13.8608889118929	14.1799670990255	13.8576248532666	14.6516770263454	13.6597466259355	12.9996163927133	12.773667020714	11.625422067511	11.6176945254207	11.3796453798512	11.7981617491478	12.5659470808756	12.3809222584711	12.4569565445356	12.2498085922094	12.2427627925042	12.3490850471087	12.6687152533514	12.1421339116079	12.7043517538425	12.571953564608	11.9108312053281	12.7086502130137	12.1397373109027	13.4470005923479	13.4965776815403	7.41132797301696	6.51946034858323	6.41786573851742	6.09445464481447	4.18398572839613	4.6321446596671	5.82905519311727	4.25556649890447	3.51152454794186	4.65871170951856	3.5429221025678	4.38828728160112	5.81220947825009	6.24141235934104	"cycloartenol synthase"
"OLE2..OLEO2"	4.35206611383442	2.85234031578229	6.74789551439677	4.84921862832792	5.94543619317589	5.08331846539293	5.03916967740933	3.46172520756322	5.08268612774874	4.82115014170169	5.66110234104968	4.86560888383826	7.81071403899993	7.1349576898476	3.32017366356501	3.05816608202932	4.37530494136709	3.11298937828452	1.6524699924576	4.48039995344508	4.86580980680878	2.83113373546499	4.90730626560962	3.43198665485809	4.5143027581249	4.36216442728418	1.27392987035004	3.93402263133299	4.08397509650411	4.64986937001313	3.48717238366634	10.7951565680691	10.0753067355241	10.671583279475	10.537875263816	7.22434927820501	7.69201686859752	6.47790181122259	7.03250492659095	6.42290692350299	6.72154786682988	6.83196633980274	7.93809421481399	8.16619099893941	8.21929062214693	"oleosin  ; supported by cDNA: gi_725259_gb_L40954.1_ATHOLEOSIN"
"CRK42"	1.99092148748043	1.62374304784057	1.72762336163366	1.03335174870414	2.6529928877912	1.82629979455075	2.39872493806317	2.75922960328337	2.01587685498534	2.04484100230888	2.18737718171578	2.29593462094497	2.02248321336245	1.56959740416666	1.21307149607889	1.86492654040097	2.0826689430826	0.303733295513241	1.42028174480611	1.44410197836429	3.14952550777758	2.05013553903922	1.88138087183404	2.44853437284039	0.481835191657643	2.44933148380675	2.00047316244047	1.36596091397344	1.69389260136606	4.76895355737446	2.26358455383096	7.05315786338483	7.18833505592453	6.92911307602653	7.21112995878849	6.63309663982162	5.97207576977611	6.31956151279655	6.46016345218914	8.60848093233426	8.00084254244422	8.28084871994584	9.50131772675229	9.5278106212083	7.59501181524596	"receptor-like protein kinase receptor-like serine/threonine kinase RKF2, Arabidopsis thaliana, EMBL:AF024649"
"CRR7"	4.14075830824139	4.55749618854166	4.73543650173733	3.98828665069623	2.85773391692286	3.16990247598789	2.89202944414297	3.49989557615182	3.33987032016239	2.9359527993392	1.99062903584605	1.1450067346531	2.10145295256929	2.54192399685338	1.10385206104929	2.05392565916876	2.81285609253423	1.2587983191929	1.40371628984657	3.42731281194935	1.84951246686844	2.51604302454601	2.18500059552655	1.96442595535008	1.13947400713743	1.34530185618196	2.9366044256908	2.03012985536321	0.837248950889581	1.16074590577151	4.438768070781	9.40480903556301	9.51562336987274	9.73052135254349	10.3365620000761	10.5238887280895	10.7863190822398	5.87544703749903	5.93424439840925	8.97071300426998	9.07649208851632	9.43332625037947	5.91641587990032	6.65558623978321	9.35389593303357	"hypothetical protein  ;supported by full-length cDNA: Ceres:17485."
"THI2.2"	3.89085286748531	5.25521698302659	4.23369611514059	3.26230949490436	3.74018725598571	3.36795631205147	3.94918212993489	4.43313306925407	3.64929738619209	3.89358220595418	4.19830601346725	3.50622542729173	5.43423506819189	4.00216731985905	2.34892476087309	4.29935469207173	3.7460781459995	3.30790315061319	3.65860670419869	3.05010060207731	3.8365609350517	3.8762601343054	3.61290068948328	3.92612223792977	2.95124176573349	3.41857258926459	2.9161300770199	4.44803418202012	3.35070174309871	3.38058616913953	3.23935771153538	7.73487878783969	7.9928453746237	8.29448384717739	8.47782696622928	7.80097574241059	8.52779078039318	6.87878202486979	6.30626159345371	8.35230064587611	8.51065579223479	8.39682417615353	9.12065418217135	9.46653343480444	7.74772428150817	"thionin Thi2.2  ;supported by full-length cDNA: Ceres:1523."
"CaS"	4.51830090673736	4.58162181931727	6.1533573283565	6.73203534956344	6.8879714760478	5.61912584080519	7.03894718399545	5.47159501099791	5.68097074308483	5.33226496793152	5.35036858265184	5.28274464888096	7.08890479836234	6.53453206313934	5.77418135391256	5.72027926703441	6.6925435974464	6.45490701031214	6.13729314154681	5.18137141295846	7.18207965741335	6.52983693271904	5.9127181233062	5.89761984005831	6.57637512276822	5.87043405384098	5.91209987341175	7.12043890922742	5.99164280472006	5.92261429986154	5.79161843339795	12.7733081279693	12.8088836640169	12.5709682546975	12.5193902663734	12.8976354554383	12.9769107921664	10.2230790162747	10.2944310916358	11.7502649619109	11.9922734899265	12.1984010014397	10.7470907729847	11.4608633035225	12.5578761789764	"putative protein similar to unknown protein (emb|CAB75797.1); supported by cDNA: gi_15027882_gb_AY045798.1_"
"CYP86B1"	9.05532218391383	10.1763713592957	8.78466489452129	9.5526926653109	9.14781912197459	10.0442614209696	9.64421921976282	10.3648182617303	10.3832084321375	11.1401049874293	9.67553986921619	10.0704281203285	8.55515813079035	9.45444518476892	9.12825835332622	10.3186540823893	8.85347838513916	9.16168554457613	9.29849773670449	9.89579400563154	8.82266450414538	9.15287978289497	9.06059434049628	9.43248588577856	9.14691809323652	11.4904494825458	11.6571503336551	9.41698396684854	9.6167205611337	7.34222957916528	8.26218070901625	4.79265933081313	4.73229949089433	2.535060731185	4.96041303531872	1.15603704364421	2.19942171575078	3.99317591009987	4.34562274961117	4.70690387437191	4.71176012230475	2.97964968985192	3.662840904479	3.1894472254181	4.63848799111944	"cytochrome P450-like protein"
"ATIPT5..IPT5"	7.40756093096806	5.90762729859698	8.06215552321915	7.60533061698987	6.68479660166241	6.13410917154716	6.49365790087078	7.04247358964282	6.50316982607295	5.68925435325498	6.68788357330319	6.15224438177516	7.51753930699522	7.02321354448176	7.59787904681501	6.726509557434	6.91171469224786	6.25443995069597	7.57655635889403	6.78912509296615	9.05407990373768	8.34817457003155	10.5373160842874	8.83219641988942	9.54349221230509	6.42277939886292	6.35674459648082	7.35458264695967	6.41318353217587	7.39907032369285	6.83087711289804	4.73847194861106	2.69353888355018	2.63551899341882	1.56871212775035	4.70598471715679	2.57482288599926	7.03915889786707	5.73860633345046	2.64421011216436	3.62817695418379	2.78101654422354	1.34379711265327	2.8618718878314	4.07798089314902	"tRNA isopentenyltransferase -like protein tRNA isopentenyltransferase, Saccharomyces cerevisiae, PIR:S67176; supported by cDNA: gi_14278985_dbj_AB061403.1_AB061403"
"ATWRKY72..WRKY72"	7.54894351000574	7.96114994508807	7.18508873830986	7.63811948776193	7.68837009065763	8.72802988937939	9.57060670779945	9.36886701316487	7.46911759753564	8.24748977750205	7.75960497885121	7.52900638459025	7.04453244455729	7.09445662484011	6.99612296506629	7.36931768862923	6.45103443220688	7.45268238162156	7.396653852185	7.77066635436546	7.77543563683491	7.77081705952534	7.80557031056009	8.641102778785	7.30839981883949	7.49416411894034	8.12970283215421	8.26152195210043	8.76325501417526	8.12443623996441	8.47425725164254	3.66679024718199	4.03992359337668	4.61072819653951	2.07521528550443	2.1513451661196	3.59032712313716	1.5954860253338	3.6660053326856	4.19502981131705	3.4849750962987	3.59250737553315	1.30736633932397	3.46723448619593	4.29438705600643	"putative protein TMV response-related gene product, Nicotiana tabacum, EMBL:AB024510"
"SIG4..SIGD"	5.52183907966764	4.92562453015581	5.16311252982278	5.75179296952331	4.9625903718767	4.31156382494309	3.9776527941169	5.54438389046705	4.94892805267795	4.88171823245414	3.78995685689979	4.20518467501492	4.58172015027361	5.28920875525468	3.92687997584244	4.948113368752	4.70911398410739	4.57308930420352	3.82308700208988	3.86199955617396	5.22454197820172	5.35183772586797	4.34945458688204	4.79152757139732	4.02178210911867	4.25515299267398	4.39921967148409	4.88828517931324	4.67240175626072	2.46312451821497	4.83147610911748	9.94514793766817	10.308405193484	9.70229172686882	10.3091918955731	10.6503128418872	10.9422802885399	7.37142458562449	8.28895458027274	9.96363840455346	9.56474580982844	9.8601245648707	8.35681914979527	9.29743441357619	10.7939119955981	"sigma-like factor (gb|AAC97954.1)  ; supported by cDNA: gi_3983259_gb_AF101075.1_AF101075"
"AGL15"	1.58745179967822	2.11429126314788	3.58111627122606	5.45804789533852	3.80636708597872	3.04049009227289	3.10346942504589	2.9637323654686	2.09089522736254	1.77193838483447	2.61729508065345	2.81656389366902	4.5317012909844	4.75911305629916	4.41441371623239	4.44560454178876	4.20795655365233	4.70656864890899	5.206167753247	5.63283383129112	6.6136823549641	5.77520419428568	7.30889833085478	7.11486819997129	6.0620697170759	1.75955540285812	4.60098210694468	3.10384267699435	5.13581296929435	2.48063994913258	2.51808504612051	2.84253659557867	4.3136119777283	3.59576976831887	3.6841509686124	3.13937801230619	3.48603017002267	5.45146650428542	4.71461823058921	1.65576693530041	3.90521101088267	3.08052603955627	1.98491869927421	3.58664025555609	3.2961598863699	"floral homeotic protein AGL15 (sp|Q38847)"
"ANN7..ANNAT7"	8.31038133345418	8.58724316688028	8.20430989787025	8.43132537776856	8.63921305660399	8.24506629771154	8.27152211836257	8.81319612420105	10.1392816583284	9.57310642256027	9.38897573831366	9.56076700785227	8.99953536893256	9.18299445601447	9.00774908912161	9.6806828023707	8.22905015955898	9.35217760255734	8.74244037732974	9.79731318398971	8.32939602729443	8.91969928267271	8.54157607162321	9.25233620546357	8.39947653592004	11.4729887290226	11.7713182098665	8.86515821305925	9.54804501278741	7.06247537337116	8.42062458535017	4.00587797241384	5.42473448334436	4.31629192508753	2.69278852071801	3.77071638776117	2.58088679817055	3.69165720637293	5.02397830870807	4.90078531550253	3.00463280902596	2.61657505185148	2.12231900813662	3.20608089308516	2.46677836606224	"annexin -like protein annexin (AnnAt2), Arabidopsis thaliana, EMBL:AF083914; supported by cDNA: gi_12667521_gb_AY014799.1_"
"DOT3"	2.99008844973807	2.87534019023767	2.5229536553472	2.14214123135579	2.88073378862641	2.24011513206713	4.23133942135966	3.22951810107096	2.62483320467447	2.9909617254314	2.50997512775177	2.20887779175092	4.33945576199133	1.95203516604686	2.76229425798859	1.81002117056328	2.46118446396212	2.21855990555268	2.26849183972273	2.85127494414871	1.47940975370712	2.39496881831419	2.57746250724506	4.28880535929898	1.94557812987712	3.15406711933052	2.64317351811289	3.19461002727416	2.22622105342996	2.29678076388929	2.72634587555605	4.85094677587936	5.0745828622594	5.91942464902084	5.08362002581344	2.86011916939951	5.78167331268433	5.48084208468598	6.09636428064365	6.84997626357929	6.60420750614039	6.98497710502019	7.19617088157832	8.03897766793696	5.74511154671553	"non-phototropic hypocotyl 3-like protein non-phototropic hypocotyl 3 - Arabidopsis thaliana, EMBL:AF180390"
"CYP78A7"	2.615621960817	1.27463230350845	2.41827655023526	3.88800905393831	2.98744557634026	3.03895474925473	1.82971435411329	3.26290907527523	1.96519077497089	2.33528705867633	2.64518983294084	1.97690779759031	2.3412879287311	1.55958445107567	1.72021241499697	2.79614185018906	1.34521235616426	2.89025935780269	1.15472911723263	1.94670311746543	1.8706634670933	3.51252097160691	2.65516313924235	1.46899928493045	1.69823423441334	3.72639873815715	2.23650260776617	2.58795196917604	1.96176010559036	2.60532977284257	2.23268845933865	5.17047700920443	4.8124920171108	6.23586589187999	5.15005902083815	5.58520862423836	4.13630915262137	3.24457717512665	2.61690600747489	5.13141529686546	6.04418329866778	4.80606844930745	7.72266550568889	4.90666888251143	4.70460230796216	"cytochrome P450"
"ATEXP2..ATEXPA2..ATHEXP..EXP2..EXPA2"	3.69846279872516	3.81653201091033	3.64324050892082	4.05533947745068	3.91107636607326	3.68377171611571	3.09908161410853	3.92418064864182	3.6693363605039	3.49780519488416	3.89178607470328	6.05946877483915	7.20171055013387	6.61530041645225	3.19960565191952	5.55493976175609	3.43891686986635	4.31469408249729	2.09953036298069	4.65392183014036	4.37145560376907	4.3331153805283	3.4317130457852	4.95046354341307	3.4703332179267	3.51964604709756	4.55167868785699	4.42841586995969	4.21000861369467	2.72916311295711	4.83381261567418	8.8202668096548	9.51915643155624	9.33863154998122	9.4605952285291	6.70868560727658	8.26632604092257	5.14158103968371	7.62182624846345	5.92043480817075	6.1646063762641	8.41837996647324	6.85332886586454	8.1888227891496	8.05526405214081	"expansin At-EXP2 (gb|AAB38073.1)  ; supported by cDNA: gi_13357158_gb_U30481.3_ATU30481"
"KCS19"	2.57736706546776	3.70599619891946	2.72832225178322	4.36670180819157	4.33997012842778	2.02089889732338	4.26702870727186	5.82558955641321	6.0752885357825	2.93804565775571	4.26714085905771	4.77189531403368	5.21896694464847	5.35230177183801	4.14813041017091	5.58901053413998	4.6191488916459	5.02577762691131	3.76374335298961	3.68969027582259	4.86733819259601	4.30685253882951	4.34049658502976	4.62621972756844	0.851218667698364	4.80321335505322	4.77761943170715	5.35861220835151	4.33599040389034	3.26173169992619	5.38812663800159	9.9015442755087	8.4118399802991	9.37917322854692	8.39053834891975	8.82811542069275	7.61497421922447	7.69877530813996	6.65686507016805	10.0061964492522	9.90436487027648	8.21260296472141	11.5353143925362	9.6491083662878	8.92309243891897	"fatty acid elongase - like protein KCS1 fatty acid elongase 3-ketoacyl-CoA synthase 1, Arabidopsis thaliana, EMBL:AF053345"
"OHP..PDE335"	6.61197053655874	6.41447670710368	4.80357262849673	5.84282648092888	6.22475292234662	5.6237116821648	6.15163488234064	6.44738763713862	4.66843230033052	6.19610281291065	5.30394338881335	6.14374288621781	6.91016691117425	6.94654394429357	5.99800590020792	6.5860644921627	6.3751750949669	6.91348061764779	6.29805139500533	6.6331520173472	6.7021083138903	6.70111663967355	5.22196324937959	5.70768086744996	6.478719445734	5.16794212060667	5.49819815425435	6.06100375310924	5.56373160028572	6.3934600684497	7.6324738993358	11.8865659164272	11.7288820105664	12.6594616452695	12.8211405147397	12.9596015704724	13.2826982599857	10.7825167034527	10.3561075337025	12.0890630091917	11.9405957926325	12.3551592589185	10.2308653726826	11.0765650252495	12.0398175557264	"one helix protein (OHP)  ;supported by full-length cDNA: Ceres:16704."
"CSP41A"	4.650741975479	2.25850646049591	5.86586639568011	5.0219333858873	5.60600029334135	4.73150745899691	6.28088787770147	4.60719319527266	5.67467058044795	5.21527856870653	4.60430529061173	4.6170276252798	5.96734091443553	5.78692249877155	5.3416089689547	5.09283429989464	6.06046553920922	5.25635731238719	5.46122571299313	5.52438245810032	6.5083662582669	6.63188175358245	4.92524937955259	5.53288177172457	6.08765171246197	4.99209269524642	3.80841495769234	5.8946021159292	5.60588823615178	5.15095708797321	5.14611611695218	13.3398222758229	13.2492768125262	12.5547104147164	12.8916503855827	13.1837905667349	13.3896629194448	11.0150753170866	11.3527048280446	12.7887739926101	12.1381497275819	12.4303503495675	10.7926259156981	11.532043563245	12.8361822636796	"mRNA binding protein precursor - like mRNA binding protein precursor (chloroplast protein), Lycopersicon esculentum, EMBL:AF106660; supported by cDNA: gi_16226200_gb_AF428269.1_AF428269"
"AT.HSFA7B..HSFA7B"	4.75489752725618	7.3182689433357	3.23978798397976	7.33586489356269	5.12032304594351	7.53724176509655	5.59862943272263	7.19104661383745	2.76391263805993	7.17294378176796	4.2253388647417	6.06523167550196	2.82566880513337	5.70353811222598	2.22731144357306	5.54287346940259	1.74050048095993	6.35662650820019	2.36137369747397	5.30450334352195	3.18012537856108	6.0593108445296	2.847077412477	6.87810896867514	2.25549325830697	3.12438688226732	6.41577600762078	3.49598056930304	6.24329493281237	4.54566989181171	6.16841989865399	2.73142398208368	2.33956619792572	4.39014154447598	2.18467720473656	2.95083435315228	4.48718793233947	2.84938985925158	1.6052423735855	1.73552588150878	3.42090945181551	2.4602894942745	3.66462328239398	1.48594467719607	2.50577506244171	"heat shock transcription factor-like protein heat shock transcription factor - Lycopersicon peruvianum, PIR:S25480"
"CP12..CP12.2"	5.42011383416759	6.00863266242777	6.29105726702372	6.0813823978084	7.1725786742631	6.56257792813533	7.80324747100359	5.88731420680869	6.40755154415131	6.11962992714527	5.69377779891904	5.92821669695611	6.30100569955558	5.59681404094064	2.99799894739231	6.01255473855698	5.50027105058251	6.32634729053421	5.8834867039243	6.11528631119656	6.28389824407773	6.85767033849612	5.74646322538331	6.28957680549083	5.77592961125381	6.66156752074291	5.67293507572796	6.23818192796724	5.8122827273329	6.03472964575551	6.13912330021985	11.5213776524483	12.2428176607552	12.156979129472	12.7351891274133	12.6469858709418	13.4349185617762	9.75338140277587	10.6295972322566	12.1801147585829	11.6090144245695	12.3353210151722	9.96412458466258	11.2486398536089	12.2495509704708	"CP12 protein precursor-like protein CP12 protein precursor, chloroplast - Pisum sativum,PIR:T06562;supported by full-length cDNA: Ceres:2721."
"ATPRP3..PRP3"	12.7140974992229	10.6874737691926	10.9659271187551	9.74643149194218	12.4272938398815	10.3926613911153	11.6305128169155	10.8546310684524	11.9363528659504	10.4225244345245	12.7430621376424	11.649567288195	11.0650938592483	10.4653593834202	10.3394242889386	9.53409928309752	11.9728272926779	10.9413978834861	11.8621624192636	10.8663583247731	11.5974589859897	10.575715920401	12.0112069243937	10.9837144931547	11.8629588873717	11.9922722448685	10.7920213733677	12.5664612387115	11.3528755152492	10.0808397421435	9.33595316038797	5.35898874984347	3.97818445149803	1.93453293444006	2.07720567982641	1.62721921934589	2.30860238377978	4.0241351093497	3.76931127470958	4.08790303539276	2.10962033814213	1.70084192983722	1.91779502055551	2.33366830132856	5.55896276565984	"proline-rich protein proline-rich protein precursor - Glycine max, PIR:A29324"
"PIF5..PIL6"	2.93480292879065	2.36213720714078	3.51493581176552	1.77509264775188	2.64394989958444	1.90045120945767	2.00030189202292	3.18650780913386	2.33041038856279	1.84182571504771	1.896632126836	3.08496551280919	1.83671538758932	2.83484590554455	1.88722613005681	3.03873202847646	1.41440032036611	1.91448299169985	2.08952650616199	1.37465878775554	2.71551733809067	2.33171947142476	2.38964872367942	2.85157122447743	1.19403658843473	1.35092459492	2.01540543907125	2.4494620503893	2.75386667479602	1.35791189313758	2.62449914985272	8.5195561747564	7.73204032468743	8.95958903624285	7.92945262670652	8.93587323813874	7.61496050517591	10.6779201372175	10.6878489931394	9.48236286656011	9.16592523984953	8.47448867948788	9.58286963636015	9.08590435428606	8.80888154231501	"putative protein phytochrome-associated protein 3 - Arabidopsis thaliana, EMBL:AF088280"
"GUN4"	2.02604138466226	0.98234758444593	1.87524347729115	1.38991857721872	2.52120966588821	0.980299068158676	1.45863426473318	1.48320212579752	1.85746471642557	2.70584214930036	1.7820546544302	1.67769550647224	1.43215723822253	2.19086831614466	0.676279144786068	2.56982013278304	2.55807769038285	4.11277703134915	1.03433970570357	3.61346191390004	3.49683122508277	1.75530184879246	1.44086204669967	2.39489884683556	2.15770358572375	0.899122771950719	0.726105965007798	1.74781898772808	3.07112042412223	2.15809118572431	1.87600598635938	11.5432028197163	11.0060434197947	11.53925536097	11.381535521989	12.1021545642162	11.8514564971409	10.8285045168422	11.4387760437034	11.478186838657	10.6041559712577	10.9204712877769	9.79509977659523	10.0408002641629	11.0369691573735	"putative protein hypothetical protein 238 - Porphyra purpurea, PIR:S73123"
"ACR4..CR4"	6.79750228269652	4.48240312942832	7.12873061239968	2.73602445316211	6.44125359166976	5.99249127983138	6.16751221330619	5.33242603785779	6.54099051367951	5.33154541068761	5.24259406808172	2.0380897843945	5.93077858054999	2.24547885359062	6.57853935952768	3.26778548405127	5.57110973819387	4.38975859210545	5.62641215279092	4.5057841498357	5.47670759095043	3.53764828026866	4.2798674519601	1.98975107443468	6.18575347461099	3.88414147365509	1.32528925687311	5.97052350231697	2.52587270452465	3.98107823140079	2.13569732961391	7.14921014704233	5.45931503039603	4.99802289440873	2.49606469079062	4.4259377083254	2.10863018363275	3.37843547746466	2.23944664692186	7.00706773884333	5.17333322996564	4.4068639632217	7.9946708198044	7.22921768765042	7.22237473691055	"putative protein receptor kinase homolog CRINKLY4 - Zea mays, PIR:T04108"
"ASL16..LBD29"	6.83000329531135	8.04887579993805	7.57723630566552	7.12061963408784	6.60923951595977	6.10980101002489	7.19276660028381	6.99739522219248	6.0387025881162	6.61455313301317	6.70275728950665	7.56920895518257	7.20594295091284	7.20526299258744	6.94076927689899	7.46388655142149	6.50529736691222	7.07289552566021	6.87011176633403	7.26095422311266	6.64526977615825	7.1324059014549	5.67210080262148	6.6021356984236	6.23987803647155	6.64419194374375	7.05561174360621	7.17186896164073	7.19236811438021	7.21510703416846	8.09483033831952	2.14928787763317	2.06175535351638	1.78462895385374	2.56017399892372	2.75290163525292	2.68597309801379	3.77578858572838	2.70606744549235	3.06514005525137	1.99762125764804	2.75007134794408	1.34563192254181	2.94827656720954	2.89364869417434	"putative protein several hypothetical proteins - Arabidopsis thaliana"
"SBPASE"	6.85301012877201	6.17710556680823	6.32547615375377	5.11267556711295	6.94273916683768	6.61569555873604	6.07759041306318	6.04939840127749	6.4005016378671	6.21241643834039	6.05485599122973	6.67141648989739	6.73930966884276	6.89568426585451	6.32593020560189	6.70518926535391	6.68482801533702	6.72049075045378	6.27442541630329	6.28822081700395	7.47292616765215	6.87219626711594	6.75248098518833	6.24383501314886	7.03432869586575	6.62227084948725	6.06908371335564	6.9311137014384	5.91044896002098	6.00332600901542	6.95812105635803	13.9242479994135	13.9924378265477	13.4021910298612	13.6250865485769	13.8967229846542	14.1069514270098	11.281216520413	12.2098603824659	13.2517504044995	12.9368323759807	13.2442852327115	11.1636982290564	11.9602192053514	13.1461404187686	"sedoheptulose-bisphosphatase precursor  ; supported by cDNA: gi_15451177_gb_AY054669.1_"
