"rootTipTot__Control"	"rootTipTot__Hypoxia"	"rootTip35S__Control"	"rootTip35S__Hypoxia"	"rootTipSHR__Control"	"rootTipSHR__Hypoxia"	"rootTipWOL__Control"	"rootTipWOL__Hypoxia"	"rootTipSCR__Control"	"rootTipSCR__Hypoxia"	"rootTipot__Control"	"rootTipot__Hypoxia"	"root35S__Control"	"root35S__Hypoxia"	"rootL11C__Control"	"rootL11C__Hypoxia"	"rootSHR__Control"	"rootSHR__Hypoxia"	"rootWOL__Control"	"rootWOL__Hypoxia"	"rootGL2__Control"	"rootGL2__Hypoxia"	"rootSUC__Control"	"rootSUC__Hypoxia"	"rootS22__Control"	"rootSCR__Control"	"rootSCR__Hypoxia"	"rootCO2__Control"	"rootCO2__Hypoxia"	"rootPEP__Control"	"rootPEP__Hypoxia"	"shootTot__Control"	"shootTot__Hypoxia"	"shoot35S__Control"	"shoot35S__Hypoxia"	"shootRB__Control"	"shootRB__Hypoxia"	"shootSUC__Control"	"shootSUC__Hypoxia"	"shootS22__Control"	"shootGL2__Control"	"shootGL2__Hypoxia"	"shootCER__Control"	"shootCER__Hypoxia"	"shootKAT__Control"	"Descriptions.Canada"
"CSP41A"	4.650741975479	2.25850646049591	5.86586639568011	5.0219333858873	5.60600029334135	4.73150745899691	6.28088787770147	4.60719319527266	5.67467058044795	5.21527856870653	4.60430529061173	4.6170276252798	5.96734091443553	5.78692249877155	5.3416089689547	5.09283429989464	6.06046553920922	5.25635731238719	5.46122571299313	5.52438245810032	6.5083662582669	6.63188175358245	4.92524937955259	5.53288177172457	6.08765171246197	4.99209269524642	3.80841495769234	5.8946021159292	5.60588823615178	5.15095708797321	5.14611611695218	13.3398222758229	13.2492768125262	12.5547104147164	12.8916503855827	13.1837905667349	13.3896629194448	11.0150753170866	11.3527048280446	12.7887739926101	12.1381497275819	12.4303503495675	10.7926259156981	11.532043563245	12.8361822636796	"mRNA binding protein precursor - like mRNA binding protein precursor (chloroplast protein), Lycopersicon esculentum, EMBL:AF106660; supported by cDNA: gi_16226200_gb_AF428269.1_AF428269"
"AT.HSFA7B..HSFA7B"	4.75489752725618	7.3182689433357	3.23978798397976	7.33586489356269	5.12032304594351	7.53724176509655	5.59862943272263	7.19104661383745	2.76391263805993	7.17294378176796	4.2253388647417	6.06523167550196	2.82566880513337	5.70353811222598	2.22731144357306	5.54287346940259	1.74050048095993	6.35662650820019	2.36137369747397	5.30450334352195	3.18012537856108	6.0593108445296	2.847077412477	6.87810896867514	2.25549325830697	3.12438688226732	6.41577600762078	3.49598056930304	6.24329493281237	4.54566989181171	6.16841989865399	2.73142398208368	2.33956619792572	4.39014154447598	2.18467720473656	2.95083435315228	4.48718793233947	2.84938985925158	1.6052423735855	1.73552588150878	3.42090945181551	2.4602894942745	3.66462328239398	1.48594467719607	2.50577506244171	"heat shock transcription factor-like protein heat shock transcription factor - Lycopersicon peruvianum, PIR:S25480"
"ATPRP3..PRP3"	12.7140974992229	10.6874737691926	10.9659271187551	9.74643149194218	12.4272938398815	10.3926613911153	11.6305128169155	10.8546310684524	11.9363528659504	10.4225244345245	12.7430621376424	11.649567288195	11.0650938592483	10.4653593834202	10.3394242889386	9.53409928309752	11.9728272926779	10.9413978834861	11.8621624192636	10.8663583247731	11.5974589859897	10.575715920401	12.0112069243937	10.9837144931547	11.8629588873717	11.9922722448685	10.7920213733677	12.5664612387115	11.3528755152492	10.0808397421435	9.33595316038797	5.35898874984347	3.97818445149803	1.93453293444006	2.07720567982641	1.62721921934589	2.30860238377978	4.0241351093497	3.76931127470958	4.08790303539276	2.10962033814213	1.70084192983722	1.91779502055551	2.33366830132856	5.55896276565984	"proline-rich protein proline-rich protein precursor - Glycine max, PIR:A29324"
"PIF5..PIL6"	2.93480292879065	2.36213720714078	3.51493581176552	1.77509264775188	2.64394989958444	1.90045120945767	2.00030189202292	3.18650780913386	2.33041038856279	1.84182571504771	1.896632126836	3.08496551280919	1.83671538758932	2.83484590554455	1.88722613005681	3.03873202847646	1.41440032036611	1.91448299169985	2.08952650616199	1.37465878775554	2.71551733809067	2.33171947142476	2.38964872367942	2.85157122447743	1.19403658843473	1.35092459492	2.01540543907125	2.4494620503893	2.75386667479602	1.35791189313758	2.62449914985272	8.5195561747564	7.73204032468743	8.95958903624285	7.92945262670652	8.93587323813874	7.61496050517591	10.6779201372175	10.6878489931394	9.48236286656011	9.16592523984953	8.47448867948788	9.58286963636015	9.08590435428606	8.80888154231501	"putative protein phytochrome-associated protein 3 - Arabidopsis thaliana, EMBL:AF088280"
"GUN4"	2.02604138466226	0.98234758444593	1.87524347729115	1.38991857721872	2.52120966588821	0.980299068158676	1.45863426473318	1.48320212579752	1.85746471642557	2.70584214930036	1.7820546544302	1.67769550647224	1.43215723822253	2.19086831614466	0.676279144786068	2.56982013278304	2.55807769038285	4.11277703134915	1.03433970570357	3.61346191390004	3.49683122508277	1.75530184879246	1.44086204669967	2.39489884683556	2.15770358572375	0.899122771950719	0.726105965007798	1.74781898772808	3.07112042412223	2.15809118572431	1.87600598635938	11.5432028197163	11.0060434197947	11.53925536097	11.381535521989	12.1021545642162	11.8514564971409	10.8285045168422	11.4387760437034	11.478186838657	10.6041559712577	10.9204712877769	9.79509977659523	10.0408002641629	11.0369691573735	"putative protein hypothetical protein 238 - Porphyra purpurea, PIR:S73123"
"HCEF1"	1.884367211993	3.27075518407335	2.94604872516783	2.95166527605051	1.90935251307337	4.53171245258664	3.22218833562747	3.1871546059603	4.00899606926686	2.29839572996878	4.45869315409317	2.9230300072281	5.46124537626011	5.21171427936208	2.83898045724352	4.82905983039638	4.65827298195932	4.94566688869993	3.66917340596622	4.74152949931502	5.14977161829043	5.32010263385012	3.85546291483352	4.08315251842977	4.46328776299933	5.00965124167621	2.26161583696991	4.70047073242181	4.3838147154093	4.3322776907669	1.86769177650143	12.2363350329519	12.5403621683099	11.7964002476534	12.1259848599047	12.4664845112078	12.4358410995074	9.24719156007046	10.2904282335306	11.117691857035	11.0171091735981	11.2080469341045	9.45420086699489	10.6544563243887	11.4074180653722	"fructose-bisphosphatase precursor  ; supported by cDNA: gi_14532619_gb_AY039934.1_"
"CYP71B5"	1.16625323297616	4.03961598643592	2.37691243923317	4.29306336672673	3.33709001737952	2.10655797081318	4.07132002707299	1.46503041640836	3.57952606014532	0.460703001168468	2.4013322505768	3.12764080020811	1.23524337268477	2.68053003313361	1.41607231585628	1.44386902308103	0.873516771821441	1.7853362762594	2.10326127013366	3.81617590151632	1.39501015938761	2.99745350711592	1.86845535854802	2.24993296241141	1.77270658686783	0.755910824255094	2.16314744480053	1.73320259148751	1.87002320286623	1.387137697824	1.77758010588166	9.11351266579577	8.46109536916304	8.48093239475347	8.48470939107571	8.56112641614863	7.96310983338195	7.66345663425237	6.70176292811468	9.55188292479667	8.91487689431939	8.84211943621038	10.8668978416515	10.2790954078379	8.0184848684945	"CYTOCHROME P450 71B5  ; supported by cDNA: gi_3164131_dbj_D78601.1_D78601"
"ATSSL4..SSL4"	6.52321134765779	4.39334524059191	5.03819341804603	3.25799217250916	4.56209123468294	5.12795729344292	6.32438481705435	5.73806061242308	3.41513800383304	5.79007297946104	4.7287895395401	5.44387573375814	5.29236568333848	4.82147082717239	4.77149828226052	4.81659781690011	4.26543504241883	5.22353879959476	4.37796769822282	4.61733381679822	5.70145512706395	5.99098896407974	3.89462797168731	6.06328857723194	5.44440302438696	3.22333487651605	3.40734249722678	4.2567567909604	5.49901332376779	7.09365172031591	7.41471275062465	11.9038570772508	11.913641035904	10.9144385185835	11.3718676331159	11.5607649521992	11.8654263303465	8.93639587686625	10.0638917969757	11.1109168181909	10.5655865996819	11.009469976389	8.89078735174966	9.64930215006792	11.8244154727168	"mucin-like protein hemomucin, Drosophila melanogaster, EMBL:DM42014;supported by full-length cDNA: Ceres:38547."
"LTP5"	6.17156710084189	6.17471179194846	6.54936840506868	6.84750179311362	5.16237857255713	4.93223500023577	5.41056479150814	4.12568135116176	5.98649962322763	4.09914855627684	6.7255526962447	6.71126402393097	7.87682329967296	7.70447099254216	7.3523550502066	7.35894143270997	6.39988783672493	6.45957965893117	6.73154184943837	5.97112830863602	7.460803834769	7.20305390403313	6.09448544194983	6.11015374794529	6.85508415279755	7.07813323979271	4.99258094435377	8.67145463333318	7.64854340620569	4.74559369995093	3.73097277742779	13.8105169764691	13.8023740742246	14.7651445009032	14.5616300795609	14.2312316179329	14.4056044604288	13.5267264628275	13.2726351046858	14.438932148239	14.7195962295439	14.7495391388832	14.3274107785731	14.386596701186	13.5193196297065	"non-specific lipid transfer protein  ;supported by full-length cDNA: Ceres:8400."
"PEX11B"	2.87860819498672	5.12497756432017	4.37106719618849	4.28677860784617	3.4908744556586	5.01946417927236	5.91613360625586	5.88312848078122	4.49310959227887	5.56707054229996	5.36390579591255	3.03017932465914	4.02527789398471	4.98655698958146	3.10921109648036	4.41160109885362	3.63082260446832	3.53661790070036	3.77930088335268	4.83382252137769	2.80071015868347	6.12023390156449	5.06135313867326	4.98265052147506	4.18636928211172	4.96963464228523	4.72954070081568	5.82599688491811	5.29822168360066	2.70138167021222	4.98459098489947	9.86084646176211	10.9359924357569	9.69935355130167	10.9258152502203	10.2418030255394	11.5346261877955	7.64042612777476	8.30371260616358	9.37289092263739	9.15308314347004	10.5884585250193	7.36497326356677	9.39612864043962	10.1305515134424	"putative protein PMP31 protein - Candida boidinii,PIR2:S50280;supported by full-length cDNA: Ceres:28351."
"RPP13"	4.34806232801895	4.50428224225929	1.85187735387824	2.47519625418813	2.20235626036018	0.821670357737946	3.48399525864025	1.83252526690296	1.53727316272729	2.18547912809417	2.54716587950942	3.17894037063582	3.28618499479569	2.9338024409001	2.31738428564953	3.36707170472799	0.550604010140732	2.18457736378312	3.52197952216384	4.00189779235032	5.01259018505201	5.6397612603043	2.20800943355278	1.99854414903841	5.72062777351674	0.56087205785542	2.42631174955988	2.25367218327432	4.27852260421073	7.19742457643512	6.44999756165574	9.20674381879311	9.06216088476974	8.84913155786542	8.71853456654721	9.15674996943894	9.06099108662464	7.14048017289191	7.39815606890273	9.21084061421255	9.03681780104855	9.02176390767785	9.4719259504752	8.98533468760558	9.29687275082813	"disease resistance protein RPP13-like protein disease resistance protein RPP8 - Arabidopsis thaliana, EMBL:AF089710; supported by cDNA: gi_14334999_gb_AY037179.1_"
"AGL21"	8.12133237660777	8.45727249720537	8.32846045555446	8.63052471802931	8.36234818953782	8.00250014756349	8.90810412918625	8.05100074317634	8.16421376156826	7.78882126994966	7.80078446113126	8.02126931483919	8.5558277527006	7.89840653547703	8.43295960639806	7.76382119111074	8.41940514276483	7.92978816166987	8.34319182073379	8.16563460509578	8.27848779297592	7.92952179904398	8.24538509385926	8.43920410842974	8.49743339111939	8.2003301357812	7.91523143299325	8.47389273391071	8.15227321038513	7.88090986085408	7.14706385605704	2.03391597980637	2.47019811410829	1.8409560166247	1.2890696341077	1.47510437995829	1.62875534038706	1.35507959928478	1.68833689090095	1.42712875481271	1.60353410924578	2.0163670099731	1.52016287956335	1.42566982297748	1.65970179091631	"MADS-box protein AGL17 -like protein MADS-box protein AGL17 - Arabidopsis thaliana, PID:g862648"
"KCS17"	6.1977861488458	3.52442775231801	6.71921711666604	3.61909666062657	6.37546597529462	5.14246764902146	7.89920757308243	3.33006810587536	7.67003339092922	3.19448766279079	5.18981716830989	4.53661389505399	5.19892380650921	3.44451072842435	5.27958606259592	4.15346930543068	5.30318475551279	3.55022547064894	6.25810739492446	4.74678331626022	5.29132737527894	2.69293542644574	4.11218293979264	2.82155405474097	5.00834526673802	7.55110851416368	6.02890405857794	5.5512110230382	2.66314863181755	3.70204335978035	1.50789026710066	4.54544111966255	3.13337010352659	4.14195266422795	2.21825941909786	1.90023863264834	2.2792526253421	2.24931847846855	1.74034620867106	2.69645861330958	1.49517752594738	3.62863575001012	4.1267442908833	2.01597033208572	2.63753729125915	"putative ketoacyl-CoA synthase fatty acid elongase 1, Arabidopsis thaliana,gb:U29142"
"AtSFH1..COW1..SRH1"	9.40705158070013	8.19002053633211	8.51533729077168	8.32141065572162	9.87299752728781	9.22738235061291	8.80474605039361	9.35219159345362	9.71073155054642	9.64889724963487	9.50531826177174	8.33442941468067	7.26833312906771	5.0609054943436	7.30413266604707	5.35187776107236	8.30967313766591	7.42364263434594	8.24976670173622	7.63607196736139	8.20003737233891	7.14704274743925	8.9643385655439	7.890204694097	8.97607856273184	8.42808421130826	7.50196811024235	9.59635172535817	8.01880986811723	6.09434226598797	6.11120359583151	2.39751448161606	2.01269949694989	2.43918369354058	2.04555680916766	2.26028907886795	2.33019246551245	2.32369690551317	2.18544519781234	3.43902275045476	1.85785142932527	1.26468723804263	1.24248326259902	1.91592745974477	5.18502677807943	"putative protein SEC14 protein, Saccharomyces cerevisiae, PIR2:A30106"
"KCS16"	2.95562373061365	3.81699199252576	4.38714725589564	5.04514952128173	2.44532521123831	1.48789288098473	3.09114195584593	2.40602617006286	3.92241293096099	2.30295280253622	5.48626469399706	3.25344474118551	3.65992684114589	2.48195189488519	4.28288707714413	3.48265444822726	4.16201628444508	2.86838112020486	4.54816629010814	3.12377209393098	3.91925995390688	4.86790337359602	2.61082491787784	2.51184820586873	4.23987306739508	5.28592474383288	4.03354065898248	6.25722167256065	4.02775047428514	0.811974135098038	2.15675577965121	7.86379512428502	6.86579792255207	7.06606849054236	5.51458201958896	5.64161643678307	4.6134832122043	5.22226928656847	5.09896516061959	8.18298988712244	7.0912012136036	7.12886493610287	9.47043062042961	8.17392969270003	6.68543930804163	"fatty acid elongase - like protein fatty acid elongase 1(Fae1), Arabidopsis thaliana, U29142"
"ATH1"	4.8129331343825	3.41672520926402	5.70563437002043	2.31703459442479	3.68802004712242	3.6066190718053	4.77100554184006	5.05709314146624	2.57693963916075	4.95860311787846	3.86837827529374	4.0967703606679	3.74558659956132	3.45795857560459	4.31110486257798	4.4934523565244	3.65009555061678	4.4480010273015	3.97196835509174	3.97435964542521	4.74901771934331	3.39970516407471	3.89260873111268	2.07225304392571	4.25585596024149	2.20497542562473	4.11748666456218	4.49469554288259	4.61845829330754	2.99514430303387	5.30118450919012	8.9396961898092	8.72512939240878	8.02883653386071	8.06920261132211	8.45299208301003	8.32509507299918	7.11556945910879	7.24332263882439	8.89505859689913	8.37881884643521	8.60178470617003	7.98821037939005	7.38190523887613	9.58447114727408	"homeobox gene ATH1"
"CIL"	1.61387857935903	2.24414558816467	1.15250271104142	2.3391401334506	3.08088585714269	1.60826492705548	4.29157326288463	2.46157523414564	1.28628494914261	1.99993099424591	1.84797393145348	2.00051175578381	1.03944570787039	1.53287682085894	1.8551064657545	2.22629746473211	3.78214916265394	1.35521257695461	0.683405020683468	3.3953047296123	3.67409838318561	4.44665814646017	3.19339331979733	1.53834400006585	1.85993156072586	1.97389085025805	2.11652957252363	2.28881686476318	2.74671041383526	2.03074315053567	1.72963353301338	9.31146559807955	8.29408190551527	8.84602959513959	7.85507912361435	9.45583182191661	8.11652426407912	6.59097136591339	6.26686108994131	8.16249142399845	8.1969232719928	7.30785965908848	6.98613464122983	6.2791299927102	9.22088849707041	"putative protein ; supported by cDNA: gi_13991647_gb_AF359388.1_AF359388"
"CER2..VC.2..VC2"	4.0477548867039	4.81502902505224	3.9383452799476	2.67808354806548	2.9611094743774	4.03914635240163	2.71187740360068	3.7861198206131	2.99596173773107	3.72258303540906	3.42631418931051	2.08019425871917	3.87673650828755	1.26388325422974	2.04145190551803	1.25403465143259	3.71832749757097	2.48559434010147	3.59970455196168	2.86932150037365	3.9236059089757	1.7051382941247	3.07784238427724	2.57506362832537	4.05387321891655	2.89217335781648	3.51271739656195	6.1815135209215	1.62012090082493	1.72685480119884	1.66010187116201	10.1272150556206	9.73647060856372	9.9542578744844	9.62052277432128	9.52925390103897	9.04048732876277	9.1848010950028	8.93030635496764	11.2246218844138	10.8815217890963	10.3510721886943	12.5328275132866	11.9028668788702	11.4247386421743	"CER2  ;supported by full-length cDNA: Ceres:33382."
"CRK21"	2.55248452155813	1.79550482883263	3.62408230445253	2.51465260471064	5.09366569050523	1.09421760863701	4.28831732444799	4.32826077249894	3.44731621992289	3.92802809506703	2.42224297570047	3.59296574619344	2.24247251576476	3.33906119520912	3.62019763973021	3.18729778764789	1.95925574829499	2.58695273174149	4.10253284406669	3.5011792493796	3.57538222345406	3.14632615531303	4.63250628300415	2.37159647255418	1.64172620212384	1.89982425262111	2.42253427446813	4.21204271975404	3.44096370367598	3.43765509932116	3.7831749492956	10.2275336989096	10.0739440960658	10.0149299940703	10.1580874922291	10.7789374605996	10.6672049908175	6.65690652544708	7.36350725450477	9.16071868232592	9.39503698514221	9.66122131951946	6.31808430625643	7.08504213615737	10.2902427756935	"serine/threonine kinase - like protein serine/threonine kinase, Brassica oleraceae"
"CRK22"	5.62703520580875	5.71137199646198	4.78430716778945	5.8506872814254	5.75561603467135	4.04173272403273	3.50021785231164	5.31826313194459	4.37982780651957	4.47150878329539	3.49427952212145	3.82198235266335	4.3710859930511	2.68573345496472	1.85620305293973	3.34754195903045	1.64190998623133	3.08341513227696	0.831910811828386	4.12463165636609	3.62466997295687	3.44717484807688	4.73013223681359	3.91543290227529	3.80009203264397	4.04315760653894	3.77790550500127	4.13787204591498	4.539995141897	3.47385669948741	4.31511089805467	8.63934582564277	8.2056788399503	8.08548041412537	8.16945134537429	8.8158045201613	8.47380115547931	5.55805851262347	6.14266639566169	7.52327018060743	8.1122607094264	7.72162703209356	6.84053880720546	7.13907999052271	8.46977900348629	"serine/threonine kinase - like protein KI domain interacting kinase 1 (KIK1), Zea mays"
"KAT2"	5.3716177212781	4.78573094325094	3.98580975413025	3.80420974641959	2.84778803728385	3.48124396875527	4.80878766857463	2.63659595543085	3.52502017369629	5.62437217652327	3.22409996171136	4.55732159080306	1.53663661594733	1.39576077436855	3.9192771355118	4.57844644132946	4.19460481294253	2.93831748565437	3.74272740074227	3.93033389984158	4.78649175173075	2.36047496788528	3.31256134543736	2.25058354700267	2.42417100623417	3.85518399221354	4.79514675792223	2.93618720882785	2.89420812568823	4.78079612034678	1.91418171079083	7.50828957867923	6.89846189730686	5.87080427952508	5.16744778826859	6.37243773035644	4.35154615264496	9.24156188986582	9.55218020655532	6.55701183075461	6.56938623695661	5.68591701301448	7.61700997883741	7.23062516848725	9.34971151089926	"potassium channel protein KAT2"
"PSAL"	6.08263380424138	5.83250968557013	5.53403273079552	5.60281512563299	6.08276132406083	6.14713937838255	5.90119669880151	6.03482856544058	6.22174820345503	5.43829911178401	5.08502222495345	4.89787448237479	6.42079097052985	5.95594512926269	2.36051361795283	5.02979147078572	3.97836412589015	6.25506542546024	5.4141524906417	6.10952776630276	6.56766425062343	6.5708697774114	3.43369888346858	5.02368600701724	6.31619024570713	5.1495825790837	5.3174163750785	5.79119104343472	5.22470652264002	5.87525781638579	5.93016916002872	13.8291039373102	13.4163674857808	13.9950514313404	13.9298816067782	13.9849480837136	14.1945393421318	13.4557874386679	13.2065905811711	13.0333973695541	13.1954383283848	13.4908212030605	11.4064447702342	11.5922216415282	13.3372349661804	"probable photosystem I chain XI precursor photosystem I chain XI precursor - spinach, PIR2:S35151;supported by full-length cDNA: Ceres:34400."
"EPFL9..STOMAGEN"	1.29989830673075	2.48135424035281	1.64958145014456	2.02314077327569	1.85272521702297	2.97722648508592	2.52542030225063	2.16144041627718	1.46900938475764	2.9880248439397	2.04639400766195	2.98962767842484	0.998886675581001	3.4204248750628	1.3552135750867	3.77176796978457	0.767874732089049	3.37663836236967	0.226980140010714	3.12513248951345	1.57476117401039	4.04249378064858	3.70505194492475	1.97976777539024	1.28992270585041	2.48025418545383	1.68338452451479	4.84207753246591	0.779491449231233	1.15462658905222	3.04731607829442	9.37833161110773	10.0365577791191	9.18656295713418	9.64189370411492	9.17338419375423	9.99888916191912	6.7982655917565	7.35156815348709	8.36531273531828	8.13326003181265	8.74575237429728	7.07228012392595	8.3437695922369	9.24972338935049	"putative protein"
"CRK30"	5.07603512263822	4.72386326012354	5.32506923623576	2.68401240921556	3.90280590420747	5.0628378576131	5.12529193655723	3.70398692269103	5.48184925903033	1.17497694688453	3.37145469208753	4.74165500612151	4.74233899511187	4.69283676356594	4.92512589559671	2.60621562903996	5.30506092104702	4.09909484520025	3.31891501270675	3.97116058542141	4.25596957741129	4.12114945095162	4.72999762944582	4.43657275094644	2.64931738242138	4.4738268383938	4.90125001849654	4.88276419935921	2.16848639836188	5.20797186981934	4.91861941408708	10.2561821065969	8.9662401844678	9.29685533946128	8.52684040957029	9.76145256651425	8.43448592126872	7.58528300355279	6.79421368186841	8.31146690050549	9.923457403841	9.02877573750096	9.76570762851812	8.19127325431543	9.5636495121965	"serine/threonine kinase-like protein receptor-like protein kinase RLK3 - Arabidopsis thaliana,PID:e1363211"
"CRK25"	11.6003134402671	11.4076652142587	10.7043715734476	11.1556434703372	11.0760340359813	11.2828075726742	11.9928487797551	11.9784587290412	12.2499698733308	11.9729684630191	10.8836277999702	10.6026977084492	9.57471392330354	9.56607302299934	9.54582730263941	9.33853514477735	9.29520923097032	9.60584845338277	10.1258074505382	10.0117808702238	10.8333389826546	10.6954202267795	10.1589736403205	10.4524691734924	10.2098090645413	9.78093304371119	10.1102869309748	10.9790708793018	10.7010773476935	11.5776993962628	11.748377081306	3.06078110329499	4.83824302849748	4.10494026533387	3.244214688758	2.05466575877548	2.24275829029128	3.09986617299534	2.66331535296984	4.50530120604242	4.60225459009146	4.39779438847801	2.41315976258365	3.18908826611776	5.23441980529978	"receptor protein kinase - like protein receptor-like protein kinase homolog RK20-1, Phaesolus vulgaris, gb:AAD21872"
"ATCLH1..ATHCOR1..CLH1..CORI1"	4.3631034118732	5.01362941649214	4.38951793895211	5.58167361462193	6.40705312591061	5.32670430864243	3.86647544792169	6.44838756804035	6.15875074160268	4.41677070770873	1.8038098914915	5.2522693394667	4.11122394440001	2.54402765485675	2.11666533231742	3.43649951758781	3.28048629272311	4.67433182866702	2.13205588142515	5.09358702827671	4.29215316919976	2.68958895208718	3.33785663430809	4.1770927707753	0.924257033901071	3.24446077564193	3.74633218032594	2.54121435738832	2.30020119155118	2.69882774705264	5.03298702855715	7.7876765671453	8.21002115660321	7.79108757002676	7.79038708219416	7.32023299540782	7.90111757324515	7.03678355399099	6.77535986141938	8.06131093397888	8.27266076584911	8.53666276042944	9.89794198812861	10.304979593366	7.54509299540766	"unknown protein contains similarity to chlorophyllase GI:7415999 from [Chenopodium album]; supported by full-length cDNA: Ceres: 31589."
"CYP87A2"	8.90825810548382	8.38592883295423	8.66820073290271	9.23142882287514	9.19779484948082	8.73509290963402	8.93683339945657	8.35207434042101	8.62007723949547	8.89436848297952	8.75327144316862	8.52109082752586	8.12150148195393	8.6777393794766	7.61749671385351	8.0049736755263	8.22706948793056	7.7997328552965	7.99271330887626	7.71768009223616	7.89200569236436	7.5357119412431	7.8453044417453	7.79405879842471	7.55570843126704	7.59571631166072	7.53772884516749	8.42939947675721	8.01120433601741	7.59150880570626	6.73577996979674	2.96162105219759	4.210253175994	2.96874630751682	1.49615391274581	2.75811821842467	2.02039857680927	1.28728664774463	3.71292056155809	1.49895064235355	3.50404305016294	2.26720922663787	0.9226769719769	1.53368535170053	4.42152684803427	"cytochrome P450, putative similar to cytochrome P450 GI:4176420 from [Arabidopsis thaliana]"
"LHCA2.1..Lhca6"	5.01981405694229	5.10362324689769	5.74968169874223	5.13433389482755	4.09524792851301	5.44149276564052	5.48739388578916	3.81613611021557	3.16520248098746	3.969922062695	3.5785984987715	5.01240907793375	3.56735931629525	4.84015402136853	1.7831592336525	4.74774332973346	4.50598491901217	4.80024923205702	4.60195310858534	5.05658818633908	4.18385486758926	3.32188205919682	4.84445989655408	3.82424122323521	5.23407021077584	2.56508762688313	5.25094689987098	3.59938919462278	4.32324289442826	5.26584328842714	5.56441357909856	11.0029043894838	11.1594489827378	10.8942793061789	11.3832833941856	11.7222043150154	11.9221475355666	9.21909314106594	9.09915437161585	10.5378409077657	9.98936219560379	10.5525601041263	8.08838320552459	9.17361220457198	11.0940022067899	"PSI type II chlorophyll a/b-binding protein, putative similar to PSI type II chlorophyll a/b-binding protein GI:541565 from [Arabidopsis thaliana];supported by full-length cDNA: Ceres:252299."
"LOL1"	5.28895374529045	5.13497138551408	4.07442718807313	6.12486798473253	3.20063988615109	4.73105918782219	2.75207527151871	2.27355725730768	2.6320853376588	5.53010714415133	3.72661446524144	3.68996155775626	4.36500640322257	5.23456581580484	4.30074859620678	5.5383688049436	2.07057591812318	3.01580910571798	2.97386415384753	3.4260302930099	2.98838352785328	4.39293753912173	5.36830210973395	5.11836010764253	3.79875626286186	5.06303332861482	5.42098842282152	3.06327860649489	4.74903635113946	3.66711208380425	4.48566787235672	9.33383727319362	10.326577742712	9.46909814557596	10.4853756570819	9.912019457422	10.5727362586485	11.4466667901143	10.3591973088945	10.0689186832613	9.79677554447226	10.2585157193469	8.56190319872353	9.98805045493937	9.55835000570258	"zinc-finger protein, putative similar to GI:5262161 from [Arabidopsis thaliana]; supported by cDNA: gi_16323142_gb_AY057675.1_"
"CXC750..ECS1"	6.11090125044869	5.10639612055058	5.22061171418775	4.56418579070932	5.66153425785751	4.79775103786255	4.06972758711887	5.63082451824554	5.06811316962569	5.68684882819546	3.98976637696208	4.18516148811252	5.24201278499083	4.47676480444116	1.03661026328211	5.0805252362802	2.50365281407433	4.02221548124894	2.91951678984298	2.81168543360663	3.59138091236492	3.97701051008392	2.77349124915239	3.27619502598108	5.12933821917189	4.40604050541687	4.31453826057942	3.22023955141368	2.80351166572892	4.67487777282991	4.55318488692188	11.1187682520275	12.3385649754863	11.9743407595035	13.0339478811578	12.3692666171523	13.5813008309153	9.06779063930974	10.5357602606629	12.5297269245691	11.6719134259219	12.7577567192144	11.4432278432279	12.6502335534364	12.2660485656997	"ORF1, putative similar to ORF1 GI:457716 from (Arabidopsis thaliana); supported by cDNA: gi_16649160_gb_AY059950.1_"
"PSBTN"	5.28984014301216	4.26148471445801	3.5504670720995	2.31303274389527	5.19060272642951	4.01550273346503	4.39825181041155	3.39014846952714	4.56655084085213	4.2508877062623	5.58923025002555	5.59554598892188	6.90543686863137	6.58569399786946	5.77625103543225	5.94831528918909	6.0723077559306	5.9250090843062	6.55334407584234	6.42932740504058	7.44480317037762	6.27048491334726	4.85782754042963	6.08689045578672	6.27399354670026	5.80129339896696	5.65775916866868	6.02946266546811	4.97660420202947	6.17677098737685	6.21680933188921	12.9086899266207	12.5383612697271	13.5805862718858	13.3633228081826	13.8473118444774	13.9564452860619	12.2387453229426	10.6094073352868	12.5285115898331	12.5335369442126	12.8719825506464	10.394836603104	11.2354667573651	13.2521344652547	"Expressed protein ; supported by full-length cDNA: Ceres: 38257."
"ATMYB71..MYB305"	4.26695817522116	7.28453051254822	5.99217105129678	8.94098989298165	4.84592071267248	8.22060665596274	6.23772689159609	8.46591217512741	6.28805094667028	7.88983046263658	5.8697460858457	8.0046052874806	6.68324421319444	9.12477131977466	6.54583935329713	9.96573897654569	5.63759643733279	9.05327595834297	6.45161472391492	9.36641102513046	6.07092944779546	8.82728636545604	5.97469430441119	8.7825705353118	5.56449055689937	5.30452012031959	8.42974423910924	5.69555142985292	8.19319650337808	5.09598914493306	7.13923376062067	4.32649092143201	3.87789492421689	3.28008151275212	0.858039314647089	3.03317108278738	2.05100089674149	3.87004275698965	3.16359732971295	1.8764768187029	1.42539801846581	0.949470029889729	3.26179012201341	1.59987946408449	4.16394015036063	"DNA-binding protein, putative similar to myb protein 305 GB:JQ0958 from  [garden snapdragon] (Plant Cell (1991) 3 (2), 115-125); supported by cDNA: gi_1732512_gb_U62743.1_ATU62743"
